Year,Type,Fund_Name,Assets,Liabilities,County
2015,fire,Herrin Firefighters Pension Fund,7417125.1,12892086.02,Cook
2015,fire,Highland Park Firefighters Pension Fund,36046649.53,71148626.4,Cook
2015,fire,Highwood Firefighters Pension Fund,3438327.17,3719369.23,Madison
2015,fire,Hillsboro Firefighter'S Pension Fund,860105.57,1736365.26,Lake
2015,fire,Hillside Firefighters Pension Fund,11094716.51,23231912.61,Montgomery
2015,fire,Hinckley Community FPD Firefighter'S Pension Fund,46643.47,126625.67,Cook
2015,fire,Hinsdale Firefighters Pension Fund,16672267.1,27617707.26,Cook
2015,fire,Hoffman Estates Firefighters Pension Fund,73228498.69,108603897.7,Cook
2015,fire,Homer Township FPD Firefighters Pension Fund,9701368.49,11467646.25,Cook
2015,fire,Homewood Firefighters Pension Fund,11854318.45,17961840.45,Cook
2015,fire,Huntley FPD Firefighters Pension Fund,20676556.77,23019847.64,Vermilion
2015,fire,Itasca FPD #1 Firefighters Pension Fund,11692331.55,17836755.7,Lake
2015,fire,Ivesdale FPD Firefighters Pension Fund,142171.72,310944.09,DuPage
2015,fire,Jacksonville Firefighters Pension Fund,17340394.62,25308665.96,DuPage
2015,fire,Jefferson FPD Firefighters Pension Fund,1451821.75,2791778.78,Morgan
2015,fire,Jerseyville Firefighter'S Pension Fund,221856.33,305464.77,Morgan
2015,fire,Joliet Firefighters Pension Fund,124600194.4,242077673.4,McHenry
2015,fire,Justice Firefighters Pension Fund,190229.04,910127.69,Kendall
2015,fire,Kankakee Firefighters Pension Fund,10690418.4,54066267,Kendall
2015,fire,Kewanee Community FPD Firefighters Pension Fund,487445.29,1156780.35,Cook
2015,fire,Kewanee Firefighters Pension Fund,8440040.41,14735401.74,Cook
2015,fire,Lagrange Firefighters Pension Fund,10188852.51,24491136.34,Lake
2015,fire,Lake Egypt FPD Firefighters Pension Fund,1438775.18,1620448.31,Lake
2015,fire,Lake Forest Firefighters Pension Fund,32193100.59,43887015.97,Lake
2015,fire,Lake Villa FPD Firefighter'S Pension Fund,343205.06,0,McHenry
2015,fire,Lake Zurich Firefighters Pension Fund,25316652.46,42820420.08,Lake
2015,fire,Lansing Firefighters Pension Fund,12776820.34,23748059.37,Lake
2015,fire,Lasalle Firefighters Pension Fund,1711778.52,3389143.19,Cook
2015,fire,Lemont FPD Firefighters Pension Fund,23828346.95,33601538.73,Lawrence
2015,fire,Leyden FPD Firefighters Pension Fund,5874396.52,14861028.77,Cook
2015,fire,Libertyville Firefighters Pension Fund,24286795.18,36827976.94,Cook
2015,fire,Lincoln Firefighters Pension Fund,5899535.22,17496660.69,Lake
2015,fire,Lincoln Rural FPD Firefighters Pension Fund,3526290.35,4044042.5,Logan
2015,fire,Lincolnshire-Riverwood FPD Firefighters Pension Fu,31098360.94,37309392.26,Lake
2015,fire,Lisle-Woodridge FPD Firefighters Pension Fund,58283720.94,120042998.8,DuPage
2015,fire,Litchfield Firefighters Pension Fund,5100361.68,6887957.39,DuPage
2015,fire,Lockport Township FPD Pension Fund,39139123.44,60978827.11,Will
2015,fire,Lombard Firefighters Pension Fund,54943154.49,70303201.99,Will
2015,fire,Long Creek FPD Firefighters Pension Fund,691774.91,831828.89,DuPage
2015,fire,Long Grove Firefighters Pension Fund,8851221.59,9526891.13,DuPage
2015,fire,Lyons Firefighters Pension Fund,1302.13,379822.27,Cook
2015,fire,Macomb Firefighters Pension Fund,10687815.12,18350018.01,Cook
2015,fire,Manhattan FPD Firefighter'S Pension Fund,1002362.32,1808168.7,Champaign
2015,fire,Manteno Community FPD Firefighters Pension Fund,4539728.06,5243778.71,Will
2015,fire,Marion Firefighters Pension Fund,9630232.42,14879065.14,McHenry
2015,fire,Markham Firefighters Pension Fund,6776136.26,8933205.56,Williamson
2015,fire,Maryville Firefighter'S Pension Fund,729768.7,1467728.44,LaSalle
2015,fire,Matteson Firefighters Pension Fund,20343717.11,35276664.6,St. Clair
2015,fire,Mattoon Firefighters Pension Fund,16487121.06,38626096.49,Cook
2015,fire,Maywood Firefighters Pension Fund,16778629.14,43896088.71,Coles
2015,fire,Mccook Firefighters Pension Fund,676873.46,1262929.31,Cook
2015,fire,Mchenry Township Firefighters Pension Fund,3977289.34,344499.75,McHenry
2015,fire,Melrose Park Firefighters Pension Fund,18935614.48,78598157.04,McHenry
2015,fire,Mendota Firefighters Pension Fund,2555021.74,4475023.99,Cook
2015,fire,Metropolis Firefighters Pension Fund,3958763.67,7145980.32,LaSalle
2015,fire,Midlothian Firefighters Pension Fund,8107560.37,15137874.88,Massac
2015,fire,Minooka FPD Firefighters Pension Fund,3532595.89,3111221.35,Rock Island
2015,fire,Mokena FPD Firefighters Pension Fund,10176445.26,12841101.97,Grundy
2015,fire,Moline Firefighters Pension Fund,28138409.88,85493766.29,Will
2015,fire,Monmouth Firefighters Pension Fund,4754390.77,12599900.35,Will
2015,fire,Montgomery & Countryside FPD Firefighter'S Pension,344958.97,448756.04,Warren
2015,fire,Morris Firefighters' Pension Fund,88239.77,84281.85,Piatt
2015,fire,Morton Grove Firefighters Pension Fund,31118068.35,57959040.87,Grundy
2015,fire,Mt Carmel Firefighters Pension Fund,1556091.16,2869336.33,Tazewell
2015,fire,Mt Prospect Firefighters Pension Fund,56336305.44,98546531.38,Wabash
2015,fire,Mt Vernon Firefighters Pension Fund,14316242.88,22389571.03,Cook
2015,fire,Mt Zion FPD Firefighters Pension Fund,1036317.46,1004975.48,Jefferson
2015,fire,Mundelein Firefighters Pension Fund,17974702.34,23321620.37,Macon
2015,fire,Murphysboro Firefighters Pension Fund,4441184.61,8762605.04,Lake
2015,fire,Naperville Firefighters Pension Fund,146669089.3,196545961.2,Jackson
2015,fire,New Lenox FPD Firefighters Pension Fund,3269707.59,2980714.12,DuPage
2015,fire,Newport Township FPD Firefighters Pension Fund,1071163.76,1810136.01,Will
2015,fire,Niles Firefighters Pension Fund,29740386.06,68962408.88,Will
2015,fire,Normal Firefighters Pension Fund,28204449.99,49720230.89,Cook
2015,fire,North Aurora FPD Firefighters Pension Fund,6580465.56,8147408.55,Cook
2015,fire,North Chicago Firefighters Pension Fund,9378810.56,26174470.42,Kane
2015,fire,North Maine FPD Firefighters Pension Fund,19666379.4,30390360.27,Lake
2015,fire,North Palos FPD Firefighters Pension Fund,13434487.38,19573041.51,Lake
2015,fire,North Park FPD Firefighter'S Pension Fund,108483.53,21534.89,Lake
2015,fire,North Riverside Firefighters Pension Fund,8591533.26,24068967.67,Lake
2015,fire,Northbrook Firefighters Pension Fund,46887680.28,78427927.29,Cook
2015,fire,Northlake FPD Firefighters Pension Fund,13368989.89,16811761.4,Cook
2015,fire,Northwest Homer FPD Firefighters Pension Fund,3321877.22,4709444.45,Cook
2015,fire,Northwest St Clair County FPD Firefighters Pension,665574.18,864254.91,Cook
2015,fire,Norwood Park FPD Firefighters Pension Fund,14911358.07,28170181.28,Cook
2015,fire,Nunda Rural FPD Firefighters Pension Fund,8633.55,259793.26,Cook
2015,fire,Oak Brook Firefighters Pension Fund,25491152.42,46271199.47,Cook
2015,fire,Oak Forest Firefighters Pension Fund,19000192.99,25996542.69,Cook
2015,fire,Oak Lawn Firefighters Pension Fund,73771800.67,126553457.9,Cook
2015,fire,Oak Park Firefighters Pension Fund,44059219.53,103665474.1,Cook
2015,fire,Oakbrook Terrace Fire Protection District,1940497.97,3370059.84,Cook
2015,fire,Olney Firefighters Pension Fund,2228838.8,3929407.12,LaSalle
2015,fire,Orland FPD Firefighters Pension Fund,134705281.5,134285789.3,Cook
2015,fire,Oswego FPD Firefighters Pension Fund,10964096.63,11262516.25,Cook
2015,fire,Ottawa Firefighters Pension Fund,13584392.84,28332217.58,Kendall
2015,fire,Palatine Firefighters Pension Fund,62082377.12,109619082.8,LaSalle
2015,fire,Palatine Rural FPD Firefighters Pension Fund,10784872.38,12841626.06,Cook
2015,fire,Palos FPD Pension Fund,14365213.61,17617515.4,Cook
2015,fire,Palos Heights FPD Pension Fund,9310350.86,14523043.81,Cook
2015,fire,Paris Firefighters Pension Fund,5705983.89,10542627.12,Christian
2015,fire,Park Forest Firefighters Pension Fund,11990349.72,24067793.77,Lake
2015,fire,Park Ridge Firefighters Pension Fund,41288608.98,59757426.32,Cook
2015,fire,Pekin Firefighters Pension Fund,22671750.23,56624153.73,Cook
2015,fire,Peoria Firefighters Pension Fund,129835709.1,237775707.4,Tazewell
2015,fire,Peotone FPD Firefighters Pension Fund,1421451.89,1421290.23,Peoria
2015,fire,Peru Firefighters Pension Fund,2204826.16,3419138.72,Will
2015,fire,Pingree Grove & Countryside FPD Firefighter'S Pens,891973.87,2704949.22,Perry
2015,fire,Plainfield FPD Firefighters Pension Fund,17309481.51,12578936.5,Perry
2015,fire,Pleasantview FPD,31890326.06,54532630.16,Kendall
2015,fire,Pontiac Firefighters Pension Fund,4497300.62,8034668.61,Kendall
2015,fire,Posen Firefighters Pension Fund,339136.94,1279388.6,Madison
2015,fire,Princeton Firefighters Pension Fund,6703039.88,9498646.81,Cook
2015,fire,Prospect Heights FPD Firefighters Pension Fund,3872784.81,5310919.9,Bureau
2015,fire,Quincy Firefighters Pension Fund,27290899.01,63025870.69,Cook
2015,fire,River Forest Firefighters Pension Fund,15490159.77,27594684.01,Cook
2015,fire,Riverdale Firefighters Pension Fund,5013439.12,10055281.76,Cook
2015,fire,Robbins Firefighters Pension Fund,154782.02,647205.74,Cook
2015,fire,Roberts Park FPD Firefighters Pension Fund,9876331.31,19069766.23,Cook
2015,fire,Robinson Firefighters Pension Fund,3705092.43,5767711.56,Cook
2015,fire,Rochelle Firefighters Pension Fund,8094431.57,11828445.5,Crawford
2015,fire,Rock Falls Firefighters Pension Fund,6814358.03,9016041.96,Ogle
2015,fire,Rock Island Firefighters Pension Fund,22221228.35,68567049.88,Whiteside
2015,fire,Rockford Firefighters Pension Fund,158775410.6,309995245.7,Rock Island
2015,fire,Rolling Meadows Firefighters Pension Fund,27894649.09,64190510.24,Winnebago
2015,fire,Romeoville Firefighters Pension Fund,7453410.23,7382617.33,Cook
2015,fire,Roselle Firefighters Pension Fund,6311873.17,8764739.02,Winnebago
2015,fire,Rutland/Dundee Twps FPD Firefighter'S Pension Fund,3055147.77,4064997.04,Lake
2015,fire,Salem FPD Firefighters Pension Fund,2050357.93,2782242.79,Lake
2015,fire,Sauk Village Firefighters Pension Fund,151864.81,998978.95,DeKalb
2015,fire,Savanna Firefighters Pension Fund,1286627.74,2557335.63,Cook
2015,fire,Schaumburg Firefighters Pension Fund,106539717.2,161220263.9,Carroll
2015,fire,Schiller Park Firefighters Pension Fund,12243020.18,22899969.54,Cook
2015,fire,Shelbyville FPD Firefighters Pension Fund,942647.48,2085699.94,Cook
2015,fire,Signal Hill FPD Firefighters Pension Fund,624174.86,766551.25,Will
2015,fire,Silvis Firefighters Pension Fund,402840.41,681842.7,Will
2015,fire,Skokie Firefighters Pension Fund,71868116.63,143711304.8,Rock Island
2015,fire,South Beloit Firefighters Pension Fund,1330527.95,2951657.46,Cook
2015,fire,South Chicago Heights Firefighters Pension Fund,40871.41,341375.66,Winnebago
2015,fire,South Elgin/Countryside FPD Firefighters Pension F,10187429.78,15712223.73,Kane
2015,fire,South Holland Firefighters Pension Fund,12402933.62,15711286.06,Kane
2015,fire,Springfield Firefighter'S Pension Fund,118155691.6,258403275.5,Bureau
2015,fire,St Charles Firefighters Pension Fund,34555446.01,43749165.02,Sangamon
2015,fire,Sterling Firefighters Pension Fund,12032561.13,21451845.8,Cook
2015,fire,Stillman FPD Pension Fund,222350.57,290522.82,Cook
2015,fire,Streamwood Firefighters Pension Fund,34861981.83,44142922.61,Cook
2015,fire,Streator Firefighters Pension Fund,5266283.48,13124157.61,Cook
2015,fire,Sugar Grove FPD Firefighter'S Pension Fund,2677055.64,3575718.07,LaSalle
2015,fire,Sullivan FPD Firefighters Pension Fund,3569368.75,6075355.21,Kane
2015,fire,Swansea Firefighters Pension Fund,548990.11,1044657.83,Cook
2015,fire,Sycamore Firefighters Pension Fund,12481449.47,21317900.46,St. Clair
2015,fire,Taylorville Firefighters Pension Fund,5572135.67,8641932.88,DeKalb
2015,fire,Tri-State FPD Firefighters Pension Fund,31533960.86,40730656.34,Cook
2015,fire,Tri-Township FPD Firefighters Pension Fund,2160210.4,6132271.87,Cook
2015,fire,Troy FPD Firefighters Pension Fund,821535.41,1448622.38,Cook
2015,fire,University Park Firefighters Pension Fund,6117180.49,10148376.36,Madison
2015,fire,Urbana Firefighters Pension Fund,41640722.98,46675235.1,Cook
2015,fire,Villa Park Firefighters Pension Fund,15739725.28,24047026.45,Lake
2015,fire,Warrenville FPD Firefighters Pension Fund,3750819.83,4950865.19,DuPage
2015,fire,Wauconda FPD Firefighter'S Pension Fund,18729439.93,34478706.54,Iroquois
2015,fire,Waukegan Firefighters Pension Fund,59891216.39,120327166.3,Lake
2015,fire,West Chicago FPD Firefighters Pension Fund,29630881.42,31421017.21,DuPage
2015,fire,West Dundee Firefighters Pension Fund,6252529.6,8809019.37,DuPage
2015,fire,West Frankfort Firefighters Pension Fund,4741014.48,8240409.43,Kane
2015,fire,Westchester Firefighters Pension Fund,21328563.73,31140619.37,Franklin
2015,fire,Western Springs Firefighters Pension Fund,315030.33,282341.76,Cook
2015,fire,Westmont Firefighters' Pension Fund,20329.15,0,Cook
2015,fire,Wheaton Firefighters Pension Fund,27227967.54,36809601.49,DuPage
2015,fire,Wheeling Firefighters Pension Fund,34396904.45,61614668.03,DuPage
2015,fire,Williamson County Firefighters Pension Fund,845950.87,598639.4,Cook
2015,fire,Willow Springs Firefighters Pension Fund,259263.59,546656.93,Cook
2015,fire,Wilmette Firefighters Pension Fund,42887366.55,67457861.55,DuPage
2015,fire,Wilmington FPD Firefighter'S Pension Fund,388487.14,601790.69,Cook
2015,fire,Win-Bur-Sew FPD Firefighters Pension Fund,321167.43,661223.83,Will
2015,fire,Winfield FPD Firefighters Pension Fund,4354547.48,4775984.66,Will
2015,fire,Winnetka Firefighters Pension Fund,24365375.96,36725306.46,DuPage
2015,fire,Wood Dale FPD Firefighters Pension Fund,13399420.61,34194238.9,Lake
2015,fire,Wood River Firefighters Pension Fund,5479105.87,8827280.47,DuPage
2015,fire,Woodstock Fire/Rescue Dist. Firefighters' Pension,6342200.23,10728028.64,DuPage
2015,fire,Worth Firefighters Pension Fund,3001963.94,3789111.48,McHenry
2015,fire,York Center Fire Protection District,807326.42,1107846.16,Cook
2015,fire,Zion Firefighters Pension Fund,15982365.29,29125600.5,Kendall
2015,police,Addison Police Pension Fund,40250967.38,70037131.83,DuPage
2015,police,Algonquin Police Pension Fund,21751981.54,33631647.63,Kane
2015,police,Alsip Police Pension Fund,18249927.3,50779873.3,Cook
2015,police,Alton Police Pension Fund,21739242.5,67560607.13,Madison
2015,police,Anna Police Pension Fund,2253896.95,5003462.56,Union
2015,police,Antioch Police Pension Fund,8185846.89,24640940.62,Union
2015,police,Arlington Heights Police Pension Fund,110416168.7,139708455.1,Cook
2015,police,Aurora Police Pension Fund,182961809.9,340634768.7,DuPage
2015,police,Barrington Hills Police Pension Fund,8939621.5,14503798.31,Cook
2015,police,Barrington Police Pension Fund,19390799.2,34242649.16,Cook
2015,police,Bartlett Police Pension Fund,34065602.63,42068101.31,Cook
2015,police,Bartonville Police Pension Fund,3014456.09,3591400.44,Cook
2015,police,Batavia Police Pension Fund,28078704.84,47975863.72,DuPage
2015,police,Beardstown Police Pension Fund,1498747.44,2927691.22,Cass
2015,police,Belleville Police Pension Fund,35795744.08,66685934.53,St. Clair
2015,police,Bellwood Police Pension Fund,30454794.06,47407575.91,Cook
2015,police,Belvidere Police Pension Fund,18639347.18,27709044.13,Boone
2015,police,Bensenville Police Pension Fund,17048001.2,30845288.78,DuPage
2015,police,Benton Police Pension Fund,2464485.7,6189467.03,Franklin
2015,police,Berkeley Police Pension Fund,7944955.29,13485109.8,Franklin
2015,police,Berwyn Police Pension Fund,79121011.45,107611706.1,Cook
2015,police,Bethalto Police Pension Fund,6745829.2,10769402.5,Cook
2015,police,Bloomingdale Police Pension Fund,29262812.53,50856695.61,DuPage
2015,police,Bloomington Police Pension Fund,62390790.26,117907100.8,McLean
2015,police,Blue Island Police Pension Fund,10687400.44,35104857.29,Cook
2015,police,Bolingbrook Police Pension Fund,56680049.69,107191203.5,DuPage
2015,police,Bourbonnais Police Pension Fund,11888939.31,15869578.25,Kankakee
2015,police,Bradley Police Pension Fund,14396044.49,21905397.95,Kankakee
2015,police,Braidwood Police Pension Fund,3327854.77,5771738.38,Will
2015,police,Bridgeview Police Pension Fund,21549983.77,40281744.07,Cook
2015,police,Broadview Police Pension Fund,25110616.85,37254263.15,Cook
2015,police,Brookfield Police Pension Fund,15404797.25,32575446.08,Cook
2015,police,Buffalo Grove Police Pension Fund,58973440.65,83904505.51,Cook
2015,police,Burbank Police Pension Fund,37247814.89,51473142.78,Cook
2015,police,Burnham Police Pension Fund,2003239.9,7151035.2,Cook
2015,police,Burr Ridge Police Pension Fund,15253230.07,21532037.18,DuPage
2015,police,Cahokia Police Pension Fund,15100110.2,22058679.4,St. Clair
2015,police,Cairo Police Pension Fund,1262773.45,5410066.61,Alexander
2015,police,Calumet City Police Pension Fund,48158054.53,86625172.65,Cook
2015,police,Calumet Park Police Pension Fund,7459742.84,15416023.2,Cook
2015,police,Campton Hills Police Pension Fund,1185843.26,1483954.74,Kane
2015,police,Canton Police Pension Fund,15053336.28,18715365.71,Fulton
2015,police,Carbondale Police Pension Fund,22557229.13,46387098.46,Jackson
2015,police,Carlinville Police Pension Fund,3893519.06,6712461.71,Macoupin
2015,police,Carmi Police Pension Fund,3482550.48,7699949.99,White
2015,police,Carol Stream Police Pension Fund,41697018.45,59774049.87,DuPage
2015,police,Carpentersville Police Pension Fund,35803813.87,61546580.38,Kane
2015,police,Carterville Police Pension Fund,406922.16,1384650.44,Williamson
2015,police,Cary Police Pension Fund,9319852.86,18538494.67,McHenry
2015,police,Caseyville Police Pension Fund,2356265.52,4560596.38,St. Clair
2015,police,Centralia Police Pension Fund,10149722.57,20804080.51,Clinton
2015,police,Centreville Police Pension Fund,1042862.2,3834896.63,St. Clair
2015,police,Champaign Police Pension Fund,88216493.82,114160087,Champaign
2015,police,Channahon Police Pension Fund,6643568.75,11265287.04,Will
2015,police,Charleston Police Pension Fund,12254272.18,26177324,Coles
2015,police,Chatham Police Pension Fund,6030951.61,9031545.83,Sangamon
2015,police,Cherry Valley Police Pension Fund,2812468.89,10893873.44,Winnebago
2015,police,Chester Police Pension Fund,2937267.52,3821288.02,Randolph
2015,police,Chicago Heights Police Pension Fund,45062632.03,90483164.38,Cook
2015,police,Chicago Ridge Police Pension Fund,17928514.02,35018145.03,Cook
2015,police,Chillicothe Police Pension Fund,3326205.29,4963627.42,Peoria
2015,police,Cicero Police Pension Fund,62881270.89,129202978.5,Cook
2015,police,Clarendon Hills Police Pension Fund,8782212.94,14362687.13,DuPage
2015,police,Clinton Police Pension Fund,5110160.98,5456177.18,DeWitt
2015,police,Coal City Police Pension Fund,1807034.3,7362771.46,Grundy
2015,police,Collinsville Police Pension Fund,23484564.96,35708784.33,Madison
2015,police,Colona Police Pension Fund,2070242.63,4410758.47,Henry
2015,police,Columbia Police Pension Fund,5424144.32,7576300.91,Monroe
2015,police,Country Club Hills Police Pension Fund,18322265.53,32623867.5,Cook
2015,police,Countryside Police Pension Fund,18785909.15,33158234.04,Cook
2015,police,Crest Hill Police Pension Fund,14954038.65,21887734.9,Will
2015,police,Crestwood Police Pension Fund,431001.84,1104538.11,Cook
2015,police,Crete Police Pension Fund,6704337.96,9570004,Will
2015,police,Creve Coeur Police Pension Fund,1744107.91,3647194.88,Tazewell
2015,police,Crystal Lake Police Pension Fund,33819665.31,57055321.42,McHenry
2015,police,Danville Police Pension Fund,20048105.01,57223763.98,Vermilion
2015,police,Darien Police Pension Fund,24499884.28,40358852.24,DuPage
2015,police,Decatur Police Pension Fund,95670403.97,149831287.3,Macon
2015,police,Deerfield Police Pension Fund,40985017.27,52123372.58,Cook
2015,police,Dekalb Police Pension Fund,29908186.33,61099547.49,DeKalb
2015,police,Des Plaines Police Pension Fund,64316911.37,134040665.4,Cook
2015,police,Dixon Police Pension Fund,14589505.89,21462600.97,Lee
2015,police,Dolton Police Pension Fund,25862111.31,35473935.58,Cook
2015,police,Downers Grove Police Pension Fund,50011398.33,90181963.7,DuPage
2015,police,Duquoin Police Pension Fund,3862774.2,7153048.9,Perry
2015,police,East Alton Police Pension Fund,2969638.11,8165489.86,Madison
2015,police,East Dundee Police Pension Fund,8038286.9,13781278.11,Cook
2015,police,East Moline Police Pension Fund,20579699.52,33361321.28,Rock Island
2015,police,East Peoria Police Pension Fund,26281107.49,40865339.2,Tazewell
2015,police,East St Louis Police Pension Fund,19102120.3,47974968.73,St. Clair
2015,police,Edwardsville Police Pension Fund,19424217.34,27192370.73,Madison
2015,police,Effingham Police Pension Fund,14046260.8,19027382.2,Effingham
2015,police,Elburn Police Pension Fund,869566.22,2405697.4,Kane
2015,police,Eldorado Police Pension Fund,1636886.81,2589455.41,Saline
2015,police,Elgin Police Pension Fund,92836746.12,194879775.2,Cook
2015,police,Elk Grove Village Police Pension Fund,69804344.49,110928921.2,Cook
2015,police,Elmhurst Police Pension Fund,56721206.82,89097998.45,Cook
2015,police,Elmwood Park Police Pension Fund,15609825.64,41081283.48,Cook
2015,police,Eureka Police Pension Fund,456074.62,406338.78,Woodford
2015,police,Evanston Police Pension Fund,101317653.7,196519172.9,Cook
2015,police,Evergreen Park Police Pension Fund,47303844.34,61347053.96,Cook
2015,police,Fairfield Police Pension Fund,2363765.22,8041082.92,Wayne
2015,police,Fairview Heights Police Pension Fund,24352708.82,35521649.79,St. Clair
2015,police,Flora Police Pension Fund,5152202.89,8398110.99,Clay
2015,police,Flossmoor Police Pension Fund,12701212.55,19466150.91,Cook
2015,police,Forest Park Police Pension Fund,22126207.44,40339992.29,Cook
2015,police,Forest View Police Pension Fund,2528722.85,9449627.53,Cook
2015,police,Fox Lake Police Pension Fund,13803151.04,18564512.74,Lake
2015,police,Fox River Grove Police Pension Fund,1390465.07,8677694.55,Lake
2015,police,Frankfort Police Pension Fund,10537654.44,18981007.24,Cook
2015,police,Franklin Park Police Pension Fund,23611822.47,53819238.4,Cook
2015,police,Freeport Police Pension Fund,21793222.63,41397782.56,Stephenson
2015,police,Galesburg Police Pension Fund,24995072.35,46783677.96,Knox
2015,police,Geneseo Police Pension Fund,5042100.24,8621716.1,Henry
2015,police,Geneva Police Pension Fund,18573410.04,33253881.58,Kane
2015,police,Genoa Police Pension Fund,1385538.38,5051405.58,DeKalb
2015,police,Gilberts Police Pension Fund,1759868.67,3030998.42,Kane
2015,police,Glen Carbon Police Pension Fund,5652178.03,6685403.85,Madison
2015,police,Glen Ellyn Police Pension Fund,28065713.78,40827959.01,DuPage
2015,police,Glencoe Police Pension Fund,31393215.34,47275126.37,Cook
2015,police,Glendale Heights Police Pension Fund,34898078.05,54002773.42,DuPage
2015,police,Glenview Police Pension Fund,72145291.14,91280641.49,Cook
2015,police,Glenwood Police Pension Fund,7439257.51,15044505.7,Cook
2015,police,Granite City Police Pension Fund,17349073.66,51608610.6,Madison
2015,police,Grayslake Police Pension Fund,16528550.32,19948112.94,Lake
2015,police,Greenville Police Pension Fund,3914549.98,6164466.66,Bond
2015,police,Gurnee Police Pension Fund,37679906.78,54000417.92,Lake
2015,police,Hampshire Police Pension Fund,905288.88,2723506.97,Kane
2015,police,Hanover Park Police Pension Fund,29169815.09,51262598.51,Cook
2015,police,Harrisburg Police Pension Fund,5288835.67,9715059.07,Saline
2015,police,Harvard Police Pension Fund,9259672.71,14394543.39,McHenry
2015,police,Harvey Police Pension Fund,16547470.12,30159198.69,Cook
2015,police,Harwood Heights Police Pension Fund,17018826.48,25885546.3,Cook
2015,police,Hawthorn Woods Police Pension Fund,2952042.02,5394182.6,Lake
2015,police,Hazel Crest Police Pension Fund,14903514.21,25425496.98,Cook
2015,police,Herrin Police Pension Fund,5548988.42,11935886.55,Williamson
2015,police,Hickory Hills Police Pension Fund,22002936.78,31105352.09,Cook
2015,police,Highland Park Police Pension Fund,34775156.1,74451094.48,Lake
2015,police,Highland Police Pension Fund,10008435.36,14066165.56,Madison
2015,police,Highwood Police Pension Fund,2858448.44,4030215.06,Lake
2015,police,Hillsboro Police Pension Fund,1429212.38,2852071.52,Montgomery
2015,police,Hillside Police Pension Fund,16969496.33,35254340.47,Cook
2015,police,Hinsdale Police Pension Fund,26218082.84,33000386.94,Cook
2015,police,Hodgkins Police Pension Fund,12172570.11,21499105.97,Cook
2015,police,Hoffman Estates Police Pension Fund,70534675.7,118513901.1,Cook
2015,police,Homewood Police Pension Fund,25203084.01,44615037.26,Cook
2015,police,Hoopeston Police Pension Fund,3292330.67,4866174.55,Vermilion
2015,police,Huntley Police Pension Fund,6826880.55,13355341.37,Kane
2015,police,Island Lake Police Pension Fund,3597057.07,7162055.19,Lake
2015,police,Itasca Police Pension Fund,15520022.15,29394763.74,DuPage
2015,police,Jacksonville Police Pension Fund,16644208.14,28175360.76,Morgan
2015,police,Jerseyville Police Pension Fund,3216476.63,10528350.24,Jersey
2015,police,Johnsburg Police Pension Fund,2172738.08,5378927.37,McHenry
2015,police,Joliet Police Pension Fund,184771560.9,323135111.3,Kendall
2015,police,Justice Police Pension Fund,10721896.49,18802768.35,Kendall
2015,police,Kankakee Police Pension Fund,18883376.14,60780077.76,Kankakee
2015,police,Kenilworth Police Pension Fund,6800953.71,13166925.86,Cook
2015,police,Kewanee Police Pension Fund,9166413.45,15059491.89,Henry
2015,police,Kildeer Police Pension Fund,3871229.6,10077167.06,Lake
2015,police,Lagrange Park Police Pension Fund,13906785.35,24095813.68,Cook
2015,police,Lagrange Police Pension Fund,17016827.99,34368571.97,Cook
2015,police,Lake Bluff Police Pension Fund,8848802.18,16104828.93,Lake
2015,police,Lake Forest Police Pension Fund,27645357.64,51239796.76,Lake
2015,police,Lake In The Hills Police Pension Fund,24387240.56,30183123.28,McHenry
2015,police,Lake Villa Police Pension Fund,4634756.44,11778613.06,Lake
2015,police,Lake Zurich Police Pension Fund,17015308.86,36049730.52,Lake
2015,police,Lakemoor Police Pension Fund,393994.92,1157295.3,Lake
2015,police,Lansing Police Pension Fund,32310749.8,71053786.15,Cook
2015,police,Lasalle Police Pension Fund,7227845.93,18680405.7,LaSalle
2015,police,Lawrenceville Police Pension Fund,3987375.98,5330959.3,Lawrence
2015,police,Lemont Police Pension Fund,13778129.95,20340116.86,Cook
2015,police,Libertyville Police Pension Fund,26913366.63,49177871.85,Lake
2015,police,Lincoln Police Pension Fund,9855223.03,21549494.83,Logan
2015,police,Lincolnshire Police Pension Fund,20328707.08,22613218.77,Lake
2015,police,Lincolnwood Police Pension Fund,19430635.73,41968221.52,Cook
2015,police,Lindenhurst Police Pension Fund,6860722.4,8282996.96,Lake
2015,police,Lisle Police Pension Fund,25741376.12,36793307.64,DuPage
2015,police,Litchfield Police Pension Fund,4985461.5,9430000.88,Montgomery
2015,police,Lockport Police Pension Fund,18887675.5,29804317.5,Will
2015,police,Lombard Police Pension Fund,60375277.56,88198173.91,DuPage
2015,police,Loves Park Police Pension Fund,12328788.3,23450102.19,Boone
2015,police,Lynwood Police Pension Fund,2958848.5,8509053.78,Cook
2015,police,Lyons Police Pension Fund,10001391.18,26115219.16,Cook
2015,police,Macomb Police Pension Fund,13189554.09,20134669.09,McDonough
2015,police,Madison Police Pension Fund,1985070.68,10339257.82,Madison
2015,police,Mahomet Police Pension Fund,1008000.1,1776651.88,Champaign
2015,police,Manhattan Police Pension Fund,1413637.74,5195375.68,Will
2015,police,Manteno Police Pension Fund,5822999.54,6582448.37,Kankakee
