Year,Type,Fund_Name,Assets,Liabilities,County
2011,police,Cherry Valley Police Pension Fund,1706459.18,7147585.64,Winnebago
2011,police,Chester Police Pension Fund,2202326.26,3293721.09,Randolph
2011,police,Chicago Ridge Police Pension Fund,13263161,30684605,Cook
2011,police,Cicero Police Pension Fund,48934373,95983442,Cook
2011,police,Clarendon Hills Police Pension Fund,7225798,11373319.31,DuPage
2011,police,Collinsville Police Pension Fund,17761823,28356704,Madison
2011,police,Colona Police Pension Fund,1397206.05,2394222.36,Henry
2011,police,Columbia Police Pension Fund,4099327.33,5382460.37,Monroe
2011,police,Crestwood Police Pension Fund,192379,843360.66,Cook
2011,police,Crystal Lake Police Pension Fund,25053121.25,44409259.3,McHenry
2011,police,Danville Police Pension Fund,17737148.6,48871929.3,Vermilion
2011,police,Decatur Police Pension Fund,71047779.72,122103104,Macon
2011,police,Deerfield Police Pension Fund,28613338.54,43070716.27,Cook
2011,police,Dekalb Police Pension Fund,24585590,47349862,DeKalb
2011,police,Des Plaines Police Pension Fund,54943151,115814967,Cook
2011,police,Dixon Police Pension Fund,12634989.18,17797717.18,Lee
2011,police,Downers Grove Police Pension Fund,40099540,71495146,DuPage
2011,police,Duquoin Police Pension Fund,3150342,5469490,Perry
2011,police,East Moline Police Pension Fund,16835034.61,27720321.76,Rock Island
2011,police,East Peoria Police Pension Fund,21355766.09,34177481.03,Tazewell
2011,police,East St Louis Police Pension Fund,19337171,44915338,St. Clair
2011,police,Edwardsville Police Pension Fund,13871427.35,21671563.24,Madison
2011,police,Effingham Police Pension Fund,11582928.81,16174070.87,Effingham
2011,police,Eldorado Police Pension Fund,1314555.24,1868013.71,Saline
2011,police,Elgin Police Pension Fund,62976197,150152089,Cook
2011,police,Elk Grove Village Police Pension Fund,53630052,87331112.93,Cook
2011,police,Elmwood Park Police Pension Fund,12723521.58,34877048.07,Cook
2011,police,Evanston Police Pension Fund,75312858,168773178,Cook
2011,police,Evergreen Park Police Pension Fund,38818545,50691257,Cook
2011,police,Fairfield Police Pension Fund,1871158.68,5399643.56,Wayne
2011,police,Flossmoor Police Pension Fund,10333105,16544552.97,Cook
2011,police,Forest Park Police Pension Fund,19483213.27,33065703.96,Cook
2011,police,Fox Lake Police Pension Fund,9358113.53,14183751.95,Lake
2011,police,Fox River Grove Police Pension Fund,1401337.84,5626625.07,Lake
2011,police,Frankfort Police Pension Fund,6635183.69,14233395.5,Cook
2011,police,Franklin Park Police Pension Fund,20234528.84,45563586.96,Cook
2011,police,Freeport Police Pension Fund,17482448.29,35265973.01,Stephenson
2011,police,Galesburg Police Pension Fund,21682195,39284758,Knox
2011,police,Geneseo Police Pension Fund,3974874,7556041,Henry
2011,police,Geneva Police Pension Fund,14576219.85,26287284.38,Kane
2011,police,Genoa Police Pension Fund,628281.78,2165290.02,DeKalb
2011,police,Gilberts Police Pension Fund,1063809.46,1273896.53,Kane
2011,police,Glen Carbon Police Pension Fund,3670835.7,4326590.12,Madison
2011,police,Glen Ellyn Police Pension Fund,21747728.41,31261019.74,DuPage
2011,police,Glencoe Police Pension Fund,23700436.39,38100168.51,Cook
2011,police,Glendale Heights Police Pension Fund,24892753.03,42287686.83,DuPage
2011,police,Glenview Police Pension Fund,53873596,72642101,Cook
2011,police,Glenwood Police Pension Fund,5602037.85,12047878.46,Cook
2011,police,Granite City Police Pension Fund,14688898.79,44870761.9,Madison
2011,police,Grayslake Police Pension Fund,10690055.04,14078490.86,Lake
2011,police,Greenville Police Pension Fund,2796399,4250030.3,Bond
2011,police,Harrisburg Police Pension Fund,3751569,8280035.44,Saline
2011,police,Harvard Police Pension Fund,6585530,10364519.32,McHenry
2011,police,Harvey Police Pension Fund,16917505.19,23949184.98,Cook
2011,police,Hawthorn Woods Police Pension Fund,1724738,3971286,Lake
2011,police,Herrin Police Pension Fund,3366359.99,9164754.71,Williamson
2011,police,Hickory Hills Police Pension Fund,17284409.25,25183922.84,Cook
2011,police,Highland Park Police Pension Fund,30051515,62483471,Lake
2011,police,Highland Police Pension Fund,7958372.79,10528632.1,Madison
2011,police,Highwood Police Pension Fund,2061401,2877846.38,Lake
2011,police,Hillsboro Police Pension Fund,865784.25,1664301.65,Montgomery
2011,police,Hinsdale Police Pension Fund,19570477.3,27501904.18,Cook
2011,police,Hodgkins Police Pension Fund,8335929,17699466,Cook
2011,police,Hoffman Estates Police Pension Fund,55311312,90000452,Cook
2011,police,Huntley Police Pension Fund,3696183,9366129,Kane
2011,police,Itasca Police Pension Fund,12905426.01,22761097.35,DuPage
2011,police,Jacksonville Police Pension Fund,15364476,23851778,Morgan
2011,police,Joliet Police Pension Fund,129803753,241221840,Kendall
2011,police,Justice Police Pension Fund,8254243,15381019,Kendall
2011,police,Kenilworth Police Pension Fund,5645688.96,10013539.64,Cook
2011,police,Kildeer Police Pension Fund,2933069.84,6176413.09,Lake
2011,police,Lagrange Park Police Pension Fund,11690941.19,21284169,Cook
2011,police,Lagrange Police Pension Fund,15271390.87,29048496.55,Cook
2011,police,Lake Bluff Police Pension Fund,7060890.92,12583537.45,Lake
2011,police,Lake In The Hills Police Pension Fund,16707074,20599325,McHenry
2011,police,Lake Zurich Police Pension Fund,10122754.94,28177282.69,Lake
2011,police,Lansing Police Pension Fund,26226029.8,59624927.73,Cook
2011,police,Lasalle Police Pension Fund,6244480.85,14087048.68,LaSalle
2011,police,Lawrenceville Police Pension Fund,3349470.06,4197206.92,Lawrence
2011,police,Lemont Police Pension Fund,9771198,13639694.1,Cook
2011,police,Libertyville Police Pension Fund,21735877.58,39030837.08,Lake
2011,police,Lincolnshire Police Pension Fund,15659253,18198795,Lake
2011,police,Lindenhurst Police Pension Fund,4762884.1,5314535.26,Lake
2011,police,Lisle Police Pension Fund,19455741.66,27798831.03,DuPage
2011,police,Litchfield Police Pension Fund,4172996.26,7276738.05,Montgomery
2011,police,Lockport Police Pension Fund,11730812,19783298,Will
2011,police,Lombard Police Pension Fund,43057768,72595502,DuPage
2011,police,Lyons Police Pension Fund,9819413,21898737,Cook
2011,police,Macomb Police Pension Fund,11278059.34,16833974.5,McDonough
2011,police,Madison Police Pension Fund,1598109.96,6626474.86,Madison
2011,police,Manhattan Police Pension Fund,790208,2376259.47,Will
2011,police,Manteno Police Pension Fund,3239155.47,3955762.15,Kankakee
2011,police,Marion Police Pension Fund,7762743.94,13283502.27,Williamson
2011,police,Maryville Police Pension Fund,1246412.77,2497170.53,Madison
2011,police,Mascoutah Police Pension Fund,2811176.23,4053232.29,St. Clair
2011,police,Matteson Police Pension Fund,19600032.23,33822725.9,Cook
2011,police,Mattoon Police Pension Fund,15004025.55,31709030.99,Coles
2011,police,Mccook Police Pension Fund,7461305,15718047,Cook
2011,police,Mchenry Police Pension Fund,16827923.55,33508175.54,McHenry
2011,police,Melrose Park Police Pension Fund,21138564,58966669,Cook
2011,police,Mendota Police Pension Fund,3536403.16,7079745.53,LaSalle
2011,police,Metropolis Police Pension Fund,4119569,6988772,Massac
2011,police,Midlothian Police Pension Fund,11607711.36,15875109.14,Cook
2011,police,Milan Police Pension Fund,5161646.39,8557808.44,Rock Island
2011,police,Mokena Police Pension Fund,10010114,11863113,Will
2011,police,Moline Police Pension Fund,30585304,72163189,Rock Island
2011,police,Monmouth Police Pension Fund,5241291.1,10069300.59,Warren
2011,police,Montgomery Police Pension Fund,5867333.88,9174036.6,Kane
2011,police,Morris Police Pension Fund,9572222.13,15570897.93,Grundy
2011,police,Morton Grove Police Pension Fund,28252925,48971447,Cook
2011,police,Morton Police Pension Fund,7964378.18,11109671.21,Tazewell
2011,police,Mt Carmel Police Pension Fund,3577345.53,5693503.91,Wabash
2011,police,Mt Prospect Police Pension Fund,46888332,85503868,Cook
2011,police,Mt Vernon Police Pension Fund,16561191.01,21576524.62,Jefferson
2011,police,Mundelein Police Pension Fund,19968288.25,34261214.7,Lake
2011,police,Naperville Police Pension Fund,97002276.92,142467478.5,DuPage
2011,police,New Lenox Police Pension Fund,11683554.82,19396442.97,Will
2011,police,Niles Police Pension Fund,25509496.36,61351277.69,Cook
2011,police,Normal Police Pension Fund,25999545.66,46010676.56,McLean
2011,police,North Aurora Police Pension Fund,9048601,15312460,Kane
2011,police,North Chicago Police Pension Fund,16315543.08,38055405.89,Lake
2011,police,Northfield Police Pension Fund,12000995.29,22776711.06,Cook
2011,police,Northlake Police Pension Fund,13615136,22742225,Cook
2011,police,Oak Brook Police Pension Fund,29215128,42592282,Cook
2011,police,Oak Lawn Police Pension Fund,70386874,114006986,Cook
2011,police,Oak Park Police Pension Fund,71588497,125650017,Cook
2011,police,Oakbrook Terrace Police Pension Fund,8558351,15922350.39,DuPage
2011,police,Oglesby Police Pension Fund,1984087.71,3884267.85,LaSalle
2011,police,Olney Police Pension Fund,3761290.32,7080566.39,Richland
2011,police,Orland Hills Police Pension Fund,2330756,3911908.61,Cook
2011,police,Orland Park Police Pension Fund,55402834,73348604,Cook
2011,police,Oswego Police Pension Fund,12944438.34,19037612.32,Kendall
2011,police,Ottawa Police Pension Fund,13568020.88,18621615.87,LaSalle
2011,police,Palatine Police Pension Fund,44974849,81220005,Cook
2011,police,Palos Heights Police Pension Fund,14165920,28507370,Cook
2011,police,Palos Hills Police Pension Fund,12791751.07,23863313.33,Cook
2011,police,Pana Police Pension Fund,2487262.71,5093953.3,Christian
2011,police,Paris Police Pension Fund,4442064.02,7303713.69,Edgar
2011,police,Park Forest Police Pension Fund,18091670,32751733,Cook
2011,police,Park Ridge Police Pension Fund,34594933,56120605.72,Cook
2011,police,Peoria Police Pension Fund,143871490,238831010,Peoria
2011,police,Peotone Police Pension Fund,780673.58,2700080.06,Will
2011,police,Peru Police Pension Fund,6321332.29,13890783.2,LaSalle
2011,police,Pinckneyville Police Pension Fund,457085.81,2431092.85,Perry
2011,police,Plano Police Pension Fund,3310562.23,4666931.91,Kendall
2011,police,Pontiac Police Pension Fund,7468277.48,10957227.09,Livingston
2011,police,Pontoon Beach Police Pension Fund,2800975.43,6208656.67,Madison
2011,police,Quincy Police Pension Fund,28335557.25,52009169.55,Adams
2011,police,Rantoul Police Pension Fund,13265645.94,20408359.46,Champaign
2011,police,Riverside Police Pension Fund,8166806,21280874,Cook
2011,police,Robinson Police Pension Fund,3102488.7,4256076.82,Crawford
2011,police,Rochelle Police Pension Fund,11004676,13227413.54,Ogle
2011,police,Rock Falls Police Pension Fund,6538133.13,10385293.21,Whiteside
2011,police,Rock Island Police Pension Fund,28871450.35,69032467.89,Rock Island
2011,police,Rockford Police Pension Fund,163303136,257032769,Winnebago
2011,police,Rockton Police Pension Fund,1919120,3985726,Winnebago
2011,police,Rolling Meadows Police Pension Fund,27088151,57394744,Cook
2011,police,Romeoville Police Pension Fund,23549260.38,37122433.22,Will
2011,police,Roscoe Police Pension Fund,2121000,5896243,Winnebago
2011,police,Roselle Police Pension Fund,18712335,30634948,Cook
2011,police,Round Lake Beach Police Pension Fund,12926430.47,31032722.14,Lake
2011,police,Round Lake Park Police Pension Fund,1025198.92,4511624.34,Lake
2011,police,Salem Police Pension Fund,4968984.84,8515034.07,Marion
2011,police,Sandwich Police Pension Fund,3101674.07,4881294.48,DeKalb
2011,police,Savanna Police Pension Fund,1917479.53,2960055.64,Carroll
2011,police,Schaumburg Police Pension Fund,78119991.04,134629929.6,Cook
2011,police,Schiller Park Police Pension Fund,14243672.02,30123633.83,Cook
2011,police,Shiloh Police Pension Fund,2087639.37,3096408.07,St. Clair
2011,police,South Barrington Police Pension Fund,5202046.45,9819824.56,Cook
2011,police,South Beloit Police Pension Fund,1405766,3475923,Winnebago
2011,police,South Chicago Heights Police Pension Fund,3430099,5130094,Cook
2011,police,South Holland Police Pension Fund,17595058.68,28112858.19,Cook
2011,police,Spring Grove Police Pension Fund,1617356.47,3416226.11,McHenry
2011,police,Spring Valley Police Pension Fund,2920825.18,3480976.63,Bureau
2011,police,Springfield Police Pension Fund,107153761.5,213888040.3,Sangamon
2011,police,Staunton Police Pension Fund,513935.78,1424956.46,Macoupin
2011,police,Steger Police Pension Fund,4847991.53,6882445.5,Cook
2011,police,Sterling Police Pension Fund,11367494.62,18956503.93,Whiteside
2011,police,Stickney Police Pension Fund,4818074.17,13786495.49,Cook
2011,police,Streamwood Police Pension Fund,31699334,43811075,Cook
2011,police,Summit Police Pension Fund,7604848,24112975,Cook
2011,police,Swansea Police Pension Fund,5970683.23,10768897.64,St. Clair
2011,police,Sycamore Police Pension Fund,8699310,13116772,DeKalb
2011,police,Taylorville Police Pension Fund,5326624.61,8334576.76,Christian
2011,police,Tinley Park Police Pension Fund,42399611.44,61325359.8,Cook
2011,police,Urbana Police Pension Fund,25649095,37589784,Champaign
2011,police,Vandalia Police Pension Fund,4216181.92,5280810.23,Fayette
2011,police,Villa Park Police Pension Fund,23060896,39950720.1,DuPage
2011,police,Warrenville Police Pension Fund,9990150,16066652.04,DuPage
2011,police,Washington Police Pension Fund,5796479.62,8270805.3,Tazewell
2011,police,Waterloo Police Pension Fund,3057170,5429869.25,Monroe
2011,police,Watseka Police Pension Fund,1889425.72,6454839.24,Iroquois
2011,police,Wayne Police Pension Fund,1022337,2597133.04,DuPage
2011,police,West Chicago Police Pension Fund,19749859,33441054,DuPage
2011,police,West Frankfort Police Pension Fund,4248362.44,8526655.51,Franklin
2011,police,Western Springs Police Pension Fund,11637305,20753795,Cook
2011,police,Westmont Police Pension Fund,19972435,46647386.88,DuPage
2011,police,Wheaton Police Pension Fund,36692813.17,61235851.48,DuPage
2011,police,Wheeling Police Pension Fund,35669371,54233147,Cook
2011,police,Willow Springs Police Pension Fund,809970.81,5507264.89,Will
2011,police,Willowbrook Police Pension Fund,13960398.64,19724429.25,DuPage
2011,police,Wilmette Police Pension Fund,33284616,50815529,Cook
2011,police,Wilmington Police Pension Fund,3282545.12,5540037.63,Will
2011,police,Winfield Police Pension Fund,5966670.52,11961420.66,DuPage
2011,police,Winnetka Police Pension Fund,20403642.05,29535006.95,Cook
2011,police,Wood River Police Pension Fund,8224847.81,12648732.02,Madison
2011,police,Woodridge Police Pension Fund,25504054.55,46550727.66,DuPage
2011,police,Woodstock Police Pension Fund,15440322.78,24175093.41,McHenry
2011,police,Yorkville Police Pension Fund,4216854.66,10879038.75,Kendall
2011,police,Zion Police Pension Fund,24040942.6,37263850.74,Lake
2010,fire,Addison Firefighters Pension Fund,33215123.59,53896591.04,DuPage
2010,fire,Algonquin Lake In The Hills FPD Pension Fund,9417428.31,14107242.72,Kane
2010,fire,Alsip Firefighters Pension Fund,15961111.73,29285774.82,Cook
2010,fire,Alton Firefighters Pension Fund,16270217.44,53808702.92,Madison
2010,fire,Anna Firefighters Pension Fund,1681827.27,2238440.02,Union
2010,fire,Arlington Heights Firefighters Pension Fund,57301581.02,99063900.31,Cook
2010,fire,Atwood FPD Firefighters Pension Fund,11604.35,141825,Douglas
2010,fire,Aurora Firefighters Pension Fund,101867062.3,203659352.9,DuPage
2010,fire,Barrington Firefighters Pension Fund,9488073.02,12585511.37,Cook
2010,fire,Bartlett FPD Firefighters Pension Fund,7313443.91,12352843.91,Cook
2010,fire,Batavia Firefighters Pension Fund,9151379.49,14541997.76,DuPage
2010,fire,Beach Park FPD Firefighters Pension Fund,229838.45,532630.22,Lake
2010,fire,Beardstown Firefighters Pension Fund,664074.98,1013727.97,Cass
2010,fire,Belleville Firefighters Pension Fund,17876811.51,45017158.7,St. Clair
2010,fire,Bellwood Firefighters Pension Fund,18143232.27,28050322.86,Cook
2010,fire,Belvidere Firefighters Pension Fund,9994839.77,19081562.7,Boone
2010,fire,Bement FPD Firefighters Pension Fund,238386.02,620984.83,Piatt
2010,fire,Bensenville Firefighters Pension Fund,9692075.65,21701389.35,DuPage
2010,fire,Benton Firefighters Pension Fund,2963314.34,3594852.38,Franklin
2010,fire,Berwyn Firefighters Pension Fund,19159199.81,66143291.92,Cook
2010,fire,Bloomingdale FPD Firefighters Pension Fund,19437161.39,29369441.97,DuPage
2010,fire,Bloomington Firefighters Pension Fund,34246039.42,74549335.1,McLean
2010,fire,Blue Island Firefighters Pension Fund,6022326.88,15672585.75,Cook
2010,fire,Bolingbrook Firefighters Pension Fund,35297417.19,62609696.21,DuPage
2010,fire,Bourbonnais FPD Firefighters Pension Fund,677606.37,600838.27,Kankakee
2010,fire,Bradley Firefighters Pension Fund,215418,539718.78,Kankakee
2010,fire,Bridgeview Firefighters Pension Fund,17477859.33,32562448.03,Will
2010,fire,Bristol-Kendall  Firefighter'S Pension Fund,0,-3269.6,Cook
2010,fire,Broadview Firefighters Pension Fund,16819312,31346515.05,Cook
2010,fire,Brookfield Firefighters Pension Fund,9944619.1,15479254.07,Cook
2010,fire,Buffalo Grove Firefighters Pension Fund,33498855.7,44812480.98,Cook
2010,fire,Burbank Firefighters Pension Fund,17429917.11,23525475.82,Cook
2010,fire,Burlington Community FPD Firefighters' Pension Fun,45436.39,213837.48,Cook
2010,fire,Byron FPD Firefighters Pension Fund,8580647.97,8957547.2,DuPage
2010,fire,Cairo Firefighters Pension Fund,717325.01,2950435.65,St. Clair
2010,fire,Calumet City Firefighters Pension Fund,25576236.02,52369902.69,Alexander
2010,fire,Canton Firefighters Pension Fund,5864601.8,12583151.69,Kane
2010,fire,Carbondale Firefighters Pension Fund,11171498.99,21965741.81,Fulton
2010,fire,Carbondale Township Firefighters Pension Fund,752957.6,419631.52,Jackson
2010,fire,Carol Stream FPD Firefighters Pension Fund,21714410.73,31876360.62,White
2010,fire,Carpentersville Firefighters Pension Fund,11864344.61,16309132.24,DuPage
2010,fire,Cary FPD Firefighters Pension Fund,1875276.03,2415319.3,Williamson
2010,fire,Central Stickney FPD Firefighters Pension Fund,3940.47,97294,St. Clair
2010,fire,Centralia Firefighters Pension Fund,9179694.85,14883547.45,St. Clair
2010,fire,Centralia FPD Firefighters Pension Fund,469821.85,487451.78,St. Clair
2010,fire,Champaign Firefighters Pension Fund,51002799.93,75434980.3,St. Clair
2010,fire,Channahon Fire Protection District Firefighters Pe,1192920.87,762017.19,Champaign
2010,fire,Charleston Firefighters Pension Fund,11634763.67,22852309.54,Will
2010,fire,Chatham FPD Firefighter'S Pension Fund,1182200.17,1214653.06,Coles
2010,fire,Cherry Valley FPD Firefighter'S Pension Fund,958208.6,841392.7,Sangamon
2010,fire,Chicago Heights Firefighters Pension Fund,30890542.96,63335169.65,Randolph
2010,fire,Chicago Ridge Firefighters Pension Fund,6788384.82,11507376.34,Cook
2010,fire,Cicero Firefighters Pension Fund,23121765.17,79981521.1,Peoria
2010,fire,Clarendon Hills Firefighters Pension Fund,809184,896520.7,Cook
2010,fire,Clinton Firefighters Pension Fund,1276180.46,1610128.22,DuPage
2010,fire,Coal City Firefighter'S Pension Fund,132471.28,-19533.48,DeWitt
2010,fire,Collinsville Firefighters Pension Fund,17635446.03,20907440.75,Grundy
2010,fire,Country Club Hills  Firefighters Pension Fund,5848414.54,7504592.88,Monroe
2010,fire,Countryside FPD Firefighters  Pension Fund,18236735.55,26397995.21,Cook
2010,fire,Crystal Lake Firefighters Pension Fund,14827304.84,23870136.68,Tazewell
2010,fire,Danville Firefighters Pension Fund,11817320.83,46986361.41,McHenry
2010,fire,Darien Woodridge FPD Firefighters Pension Fund,12571685.84,19388279.59,DuPage
2010,fire,Decatur Firefighters Pension Fund,54168940.45,104276390.7,DuPage
2010,fire,Deerfield-Bannockburn Fire Protection District,24205898.09,30770242.33,Cook
2010,fire,Dekalb Firefighters Pension Fund,17629551.5,49412512.87,Cook
2010,fire,Des Plaines Firefighters Pension Fund,53778196.41,106777822,DeKalb
2010,fire,Dixon Community FPD Firefighter Pension Fund,3673943.07,5856544.08,Cook
2010,fire,Dixon Firefighters Pension Fund,7459220.23,12250818.9,Cook
2010,fire,Dolton Firefighters Pension Fund,10063230.56,14120973.93,Lee
2010,fire,Downers Grove Firefighters Pension Fund,32098165.34,60202518.93,Cook
2010,fire,Duquoin Firefighters Pension Fund,2214003.37,4637626.65,DuPage
2010,fire,East Alton Firefighters Pension Fund,1865900.56,4682831.26,Perry
2010,fire,East Dundee/Countryside FPD Firefighters Pension F,1357424.95,1310528.96,Cook
2010,fire,East Joliet FPD Firefighters Pension Fund,1096400,378380.92,Cook
2010,fire,East Moline Firefighters Pension Fund,18335084.9,25402859.73,Cook
2010,fire,East Peoria Firefighters Pension Fund,13813433.78,26279862.1,Rock Island
2010,fire,East St Louis Firefighters Pension Fund,12167578.58,45500440.02,Tazewell
2010,fire,Edwardsville Firefighters Pension Fund,10120349.44,13916671.9,St. Clair
2010,fire,Effingham Firefighters Pension Fund,7455540.87,10668783.89,Madison
2010,fire,Elburn/Countryside FPD Firefighters Pension Fund,2007937,3532445.09,Kane
2010,fire,Elgin Firefighters Pension Fund,51607059,112263759.1,Saline
2010,fire,Elk Grove Village Firefighters Pension Fund,49483940,85270554.36,Cook
2010,fire,Elmhurst Firefighters Pension Fund,25226426.21,40612074.91,Cook
2010,fire,Elmwood Park Firefighters Pension Fund,9049418.83,23864077.72,Cook
2010,fire,Elwood Fire Protection District,627157.19,502852.09,Cook
2010,fire,Evanston Firefighters Pension Fund,49590858.06,117599410.4,Woodford
2010,fire,Evergreen Park Firefighters Pension Fund,1161634.42,2534360.27,Cook
2010,fire,Fairfield Firefighters Pension Fund,1353039.03,2341277.41,Cook
2010,fire,Fairview/Caseyville FPD Firefighters  Pension Fund,1681000.61,1892375.45,St. Clair
2010,fire,Flossmoor Firefighters Pension Fund,1963025.63,2984410.78,Clay
2010,fire,Forest Park Firefighters Pension Fund,13564251.02,26071603.55,Cook
2010,fire,Forest View Firefighters Pension Fund,2225177.83,4432418.69,Cook
2010,fire,Fosterburg FPD Firefighters Pension Fund,773732.1,1162002.97,Cook
2010,fire,Fox Lake Firefighters Pension Fund,203567.38,0,Cook
2010,fire,Fox Lake Firefighters Pension Fund,15114.49,-8133.02,Cook
2010,fire,Fox River Grove FPD Firefighters Pension Fund,5412.38,0,Lake
2010,fire,Frankfort FPD Firefighters Pension Fund,4591200.61,3898954.18,Lake
2010,fire,Franklin Park Firefighters Pension Fund,19015344.39,40745276.79,Cook
2010,fire,Freeport Firefighters Pension Fund,25430307.72,35359085.65,Cook
2010,fire,Galesburg Fire Fighters Pension Fund,20359511.95,39744101.54,Stephenson
2010,fire,Geneva Firefighters Pension Fund,8427330.72,11568234.39,Henry
2010,fire,Glencoe Firefighters Pension Fund,173248.88,877125,DuPage
2010,fire,Glenside FPD Firefighters Pension Fund,6374172.62,15559404.52,DuPage
2010,fire,Glenview Firefighters Pension Fund,50914128.79,86832686.62,DuPage
2010,fire,Glenwood Firefighters Pension Fund,2038999.77,2750702.74,Cook
2010,fire,Godfrey Paid Firefighters Pension Fund,4561911.58,6314944.61,Cook
2010,fire,Granite City Firefighters Pension Fund C/O Gail Va,16636315.76,45691320.84,Cook
2010,fire,Grayslake FPD Firefighters Pension Fund,7916309.38,12499287.88,Madison
2010,fire,Greater Round Lake FPD Firefighters Pension Fund,8525435.81,13084776.36,Lake
2010,fire,Gurnee Firefighters Pension Fund,16656856.83,24166442.44,Bond
2010,fire,Hampshire FPD Firefighters Pension Fund,892562,839797.44,Lake
2010,fire,Hanover Park Firefighters Pension Fund,9673064.41,16170720.25,Kane
2010,fire,Harrisburg Firefighters Pension Fund,2395427,3375432.4,Cook
2010,fire,Harvard FPD Pension Fund,125596.63,106360.44,Saline
2010,fire,Harvey Firefighters Pension Fund,14673485.05,36267279.39,McHenry
2010,fire,Hazel Crest Firefighters Pension Fund,5191747.19,6318782.33,Lake
2010,fire,Herrin Firefighters Pension Fund,4333367.72,9322306.42,Cook
2010,fire,Highland Park Firefighters Pension Fund,28006581.84,58328463.34,Cook
2010,fire,Highwood Firefighters Pension Fund,1976913,2244939.69,Madison
2010,fire,Hillsboro Firefighter'S Pension Fund,486375.82,653924.39,Lake
2010,fire,Hillside Firefighters Pension Fund,8046095.7,17381026.77,Montgomery
2010,fire,Hinckley Community FPD Firefighter'S Pension Fund,0,0,Cook
2010,fire,Hinsdale Firefighters Pension Fund,12759655.24,21897992.83,Cook
2010,fire,Hoffman Estates Firefighters Pension Fund,51614135.02,78924781.48,Cook
2010,fire,Homer Township FPD Firefighters Pension Fund,3907287.29,3261124.88,Cook
2010,fire,Homewood Firefighters Pension Fund,8532919,12039203.71,Cook
2010,fire,Huntley FPD Firefighters Pension Fund,9343075.96,10641812.63,Vermilion
2010,fire,Itasca FPD #1 Firefighters Pension Fund,6102292.52,11333831.79,Lake
2010,fire,Ivesdale FPD Firefighters Pension Fund,61906.61,97825.24,DuPage
2010,fire,Jacksonville Firefighters Pension Fund,14466101.58,20812575.93,DuPage
2010,fire,Jefferson FPD Firefighters Pension Fund,1196710.17,1420652.1,Morgan
2010,fire,Jerseyville Firefighter'S Pension Fund,78725.79,69719.32,Morgan
2010,fire,Joliet Firefighters Pension Fund,71377720.81,171024610.4,McHenry
2010,fire,Justice Firefighters Pension Fund,221624.47,750587,Kendall
2010,fire,Kankakee Firefighters Pension Fund,8076140.79,42948583.41,Kendall
2010,fire,Kewanee Community FPD Firefighters Pension Fund,387172.57,669003.78,Cook
2010,fire,Kewanee Firefighters Pension Fund,7316312.85,10448273.04,Cook
2010,fire,Lagrange Firefighters Pension Fund,8440580.55,19854554.33,Lake
2010,fire,Lake Egypt FPD Firefighters Pension Fund,722607.75,460562.01,Lake
2010,fire,Lake Forest Firefighters Pension Fund,22749174.8,32917503.58,Lake
2010,fire,Lake Villa FPD Firefighter'S Pension Fund,265078.47,0,McHenry
2010,fire,Lake Zurich Firefighters Pension Fund,11130376.64,25842826.29,Lake
2010,fire,Lansing Firefighters Pension Fund,9412140.12,17801612,Lake
2010,fire,Lasalle Firefighters Pension Fund,1405961.71,1686704.86,Cook
2010,fire,Lemont FPD Firefighters Pension Fund,12142867.06,19125004.36,Lawrence
2010,fire,Leyden FPD Firefighters Pension Fund,5982356.12,12269053.95,Cook
2010,fire,Libertyville Firefighters Pension Fund,16428151.74,26509107.89,Cook
2010,fire,Lincoln Firefighters Pension Fund,6724170.66,15423076.34,Lake
2010,fire,Lincoln Rural FPD Firefighters Pension Fund,3261726.45,2574692.77,Logan
2010,fire,Lincolnshire-Riverwood FPD Firefighters Pension Fu,18945785.15,23595639.96,Lake
2010,fire,Lisle-Woodridge FPD Firefighters Pension Fund,41067235.92,79989220.13,DuPage
2010,fire,Litchfield Firefighters Pension Fund,3888507.05,5519414.1,DuPage
2010,fire,Lockport Township FPD Pension Fund,24261058,39958186.97,Will
2010,fire,Lombard Firefighters Pension Fund,34669033.82,50334779.47,Will
2010,fire,Long Creek FPD Firefighters Pension Fund,670973.18,461784.79,DuPage
2010,fire,Long Grove Firefighters Pension Fund,3326858.81,2305055.7,DuPage
2010,fire,Lyons Firefighters Pension Fund,16826.38,278427,Cook
2010,fire,Macomb Firefighters Pension Fund,8823122.33,14287801.38,Cook
2010,fire,Manhattan FPD Firefighter'S Pension Fund,110711.47,97926.89,Champaign
2010,fire,Manteno Community FPD Firefighters Pension Fund,2364027.6,3070895.3,Will
2010,fire,Marion Firefighters Pension Fund,6465780.67,9882137.08,McHenry
2010,fire,Markham Firefighters Pension Fund,3596417.35,3690787.61,Williamson
2010,fire,Maryville Firefighter'S Pension Fund,292783.67,535491.64,LaSalle
2010,fire,Matteson Firefighters Pension Fund,14965942.08,23347238.35,St. Clair
2010,fire,Mattoon Firefighters Pension Fund,14534029.43,33027916.23,Cook
2010,fire,Maywood Firefighters Pension Fund,13120549.36,35247700.79,Coles
2010,fire,Mccook Firefighters Pension Fund,298426,859586,Cook
2010,fire,Melrose Park Firefighters Pension Fund,21464635.52,64708155.62,McHenry
2010,fire,Mendota Firefighters Pension Fund,1620542.11,2380400.58,Cook
