Year,Type,Fund_Name,Assets,Liabilities
2005,police,CENTRALIA POLICE PENSION FUND,7231541.34,14248253.34
2005,police,CENTREVILLE POLICE PENSION FUND,1593554.6,2408424.64
2005,police,CHAMPAIGN POLICE PENSION FUND,47029550.66,71245737.88
2005,police,CHANNAHON POLICE PENSION FUND,1767024,3422784.94
2005,police,CHARLESTON POLICE PENSION FUND,8845894.44,14887707.98
2005,police,CHATHAM POLICE PENSION FUND,1960295.64,3267479.21
2005,police,CHERRY VALLEY POLICE PENSION FUND,579939.35,3847357.07
2005,police,CHESTER POLICE PENSION FUND,1520808.75,2246565.56
2005,police,CHICAGO HEIGHTS POLICE PENSION FUND,31431970,45122406.95
2005,police,CHICAGO RIDGE POLICE PENSION FUND,10647752.23,19359864.48
2005,police,CHILLICOTHE POLICE PENSION FUND,1966656.62,2811502.02
2005,police,CICERO POLICE PENSION FUND,33868121.02,67837649.17
2005,police,CLARENDON HILLS POLICE PENSION FUND,5376468,8263302.57
2005,police,CLINTON POLICE PENSION FUND,2790236.46,2779254.57
2005,police,COAL CITY POLICE PENSION FUND,238884,1908551.78
2005,police,COLLINSVILLE POLICE PENSION FUND,14576873.61,18502335.94
2005,police,COLONA POLICE PENSION FUND,435550.65,1161886.92
2005,police,COLUMBIA POLICE PENSION FUND,2648267.22,4274407.63
2005,police,COUNTRY CLUB HILLS POLICE PENSION FUND,7331612.76,12199218.8
2005,police,COUNTRYSIDE POLICE PENSION FUND,11528483.39,17077007.57
2005,police,CREST HILL POLICE PENSION FUND,7380930,11268958.5
2005,police,CRESTWOOD POLICE PENSION FUND,509545.89,1022045.79
2005,police,CRETE POLICE PENSION FUND,5629186.65,4621509.56
2005,police,CREVE COEUR POLICE PENSION FUND,1753177.74,2743601.33
2005,police,CRYSTAL LAKE POLICE PENSION FUND,15929309.06,28190590.23
2005,police,DANVILLE POLICE PENSION FUND,14975981.46,38567376.91
2005,police,DARIEN POLICE PENSION FUND,11022182.18,20328393.35
2005,police,DECATUR POLICE PENSION FUND,52869375.62,86042803.52
2005,police,DEERFIELD POLICE PENSION FUND,21470346.59,30246088.92
2005,police,DEKALB POLICE PENSION FUND,19423257,33834333.1
2005,police,DES PLAINES POLICE PENSION FUND,43961843.05,86287825.72
2005,police,DIXON POLICE PENSION FUND,10338967.08,12652394.2
2005,police,DOLTON POLICE PENSION FUND,19052603,22065097.12
2005,police,DOWNERS GROVE POLICE PENSION FUND,28298190.31,49285536.49
2005,police,DUQUOIN POLICE PENSION FUND,2708705.57,3608680
2005,police,EAST ALTON POLICE PENSION FUND,2548607.89,4649610.19
2005,police,EAST DUNDEE POLICE PENSION FUND,4175363,6845653.19
2005,police,EAST MOLINE POLICE PENSION FUND,14038392.17,20963200.82
2005,police,EAST PEORIA POLICE PENSION FUND,17036784.01,24226317.31
2005,police,EAST ST LOUIS POLICE PENSION FUND,16038414.54,41943185.08
2005,police,EDWARDSVILLE POLICE PENSION FUND,9042746.23,13121726.88
2005,police,EFFINGHAM POLICE PENSION FUND,9164957.21,12188726.55
2005,police,ELDORADO POLICE PENSION FUND,1058410.56,1359029.07
2005,police,ELGIN POLICE PENSION FUND,47662816.19,97276031.28
2005,police,ELK GROVE VILLAGE POLICE PENSION FUND,39652586.39,57258220.13
2005,police,ELMHURST POLICE PENSION FUND,33966510.11,53187651.12
2005,police,ELMWOOD PARK POLICE PENSION FUND,9809573.73,25729962.86
2005,police,EVANSTON POLICE PENSION FUND,55065629.98,122559513.9
2005,police,EVERGREEN PARK POLICE PENSION FUND,31981792.19,34918568.57
2005,police,FAIRFIELD POLICE PENSION FUND,1799415.7,4168785.39
2005,police,FAIRVIEW HEIGHTS POLICE PENSION FUND,13325388.26,18570094.9
2005,police,FLORA POLICE PENSION FUND,2976962.25,4926120.81
2005,police,FLOSSMOOR POLICE PENSION FUND,8365521,11949604.46
2005,police,FOREST PARK POLICE PENSION FUND,16695653.26,22769845.91
2005,police,FOREST VIEW POLICE PENSION FUND,2757654.27,4281656.18
2005,police,FOX LAKE POLICE PENSION FUND,5771758.45,9905091.29
2005,police,FOX RIVER GROVE POLICE PENSION FUND,552236.77,2654760.96
2005,police,FRANKFORT POLICE PENSION FUND,3803945.68,8540180.28
2005,police,FRANKLIN PARK POLICE PENSION FUND,16632352.58,31723177.17
2005,police,FREEPORT POLICE PENSION FUND,13380025.58,25286329.06
2005,police,GALESBURG POLICE PENSION FUND,20085654.12,31773462.32
2005,police,GENESEO POLICE PENSION FUND,3505600.87,4619460.1
2005,police,GENEVA POLICE PENSION FUND,11178410.98,16818022.24
2005,police,GILBERTS POLICE PENSION FUND,289855.67,499451.58
2005,police,GLEN CARBON POLICE PENSION FUND,1599900.89,2586192.1
2005,police,GLEN ELLYN POLICE PENSION FUND,16781821.37,22419242.97
2005,police,GLENCOE POLICE PENSION FUND,15581179.03,26441837.98
2005,police,GLENDALE HEIGHTS POLICE PENSION FUND,15810467.65,26607945.02
2005,police,GLENVIEW POLICE PENSION FUND,39760582.91,49415019.72
2005,police,GLENWOOD POLICE PENSION FUND,4756034.27,7353211.27
2005,police,GRANITE CITY POLICE PENSION FUND,15285261.96,34708646.88
2005,police,GRAYSLAKE POLICE PENSION FUND,5286813.88,6697102.12
2005,police,GREENVILLE POLICE PENSION FUND,1892684.8,2786211.11
2005,police,GURNEE POLICE PENSION FUND,14783193.05,19782832.48
2005,police,HANOVER PARK POLICE PENSION FUND,12740925.31,25935742.41
2005,police,HARRISBURG POLICE PENSION FUND,2759990.21,5386118.77
2005,police,HARVARD POLICE PENSION FUND,3593823.43,5674158.24
2005,police,HARVEY POLICE PENSION FUND,16552952.61,20135063.45
2005,police,HARWOOD HEIGHTS POLICE PENSION FUND,9656186.31,14250834.96
2005,police,HAWTHORN WOODS POLICE PENSION FUND,341617.74,1233128.72
2005,police,HAZEL CREST POLICE PENSION FUND,10249592.06,14960165.91
2005,police,HERRIN POLICE PENSION FUND,2487596.06,5025382.03
2005,police,HICKORY HILLS POLICE PENSION FUND,11848015.54,16573513.76
2005,police,HIGHLAND PARK POLICE PENSION FUND,25073694.62,46926019.43
2005,police,HIGHLAND POLICE PENSION FUND,5278373.92,7231991.02
2005,police,HIGHWOOD POLICE PENSION FUND,1141360.32,2459206.23
2005,police,HILLSIDE POLICE PENSION FUND,9868674.9,21295867
2005,police,HINSDALE POLICE PENSION FUND,14444284.68,19663161.71
2005,police,HODGKINS POLICE PENSION FUND,4786467.04,9082739.09
2005,police,HOFFMAN ESTATES POLICE PENSION FUND,38763710.54,61527380.98
2005,police,HOMETOWN POLICE PENSION FUND,55686.44,0
2005,police,HOMEWOOD POLICE PENSION FUND,18934252,25405778.61
2005,police,HOOPESTON POLICE PENSION FUND,2838845.42,1891516.56
2005,police,HUNTLEY POLICE PENSION FUND,1216931.11,3722674.21
2005,police,ISLAND LAKE POLICE PENSION FUND,1972231.72,2965839.37
2005,police,ITASCA POLICE PENSION FUND,9529498.65,16027165.41
2005,police,JACKSONVILLE POLICE PENSION FUND,12932553.49,18283435.03
2005,police,JERSEYVILLE POLICE PENSION FUND,2894234.73,6064817.52
2005,police,JOHNSBURG POLICE PENSION FUND,654453.66,873702.3
2005,police,JOLIET POLICE PENSION FUND,84802327,158478449.2
2005,police,JUSTICE POLICE PENSION FUND,6579852.36,9586016.53
2005,police,KANKAKEE POLICE PENSION FUND,11178720.69,35077532.08
2005,police,KENILWORTH POLICE PENSION FUND,4777859.18,7397572.84
2005,police,KEWANEE POLICE PENSION FUND,6581115,8417419.86
2005,police,LAGRANGE PARK POLICE PENSION FUND,9509328.51,16996254.2
2005,police,LAGRANGE POLICE PENSION FUND,13681081.69,21878345.92
2005,police,LAKE BLUFF POLICE PENSION FUND,5233577.8,9507432.73
2005,police,LAKE FOREST POLICE PENSION FUND,16360801.62,28837789.19
2005,police,LAKE IN THE HILLS POLICE PENSION FUND,9112302,11520739.46
2005,police,LAKE VILLA POLICE PENSION FUND,1232310,4010568.46
2005,police,LAKE ZURICH POLICE PENSION FUND,7065852.46,17659188.35
2005,police,LANSING POLICE PENSION FUND,21527898.8,40311848.34
2005,police,LASALLE POLICE PENSION FUND,5094047.35,9829857.29
2005,police,LAWRENCEVILLE POLICE PENSION FUND,2941218.64,3127604.46
2005,police,LEMONT POLICE PENSION FUND,5172711.58,8364013.55
2005,police,LIBERTYVILLE POLICE PENSION FUND,15269832.1,26978604.85
2005,police,LINCOLN POLICE PENSION FUND,8797444,13653143.32
2005,police,LINCOLNSHIRE POLICE PENSION FUND,7198608.36,11579771.22
2005,police,LINCOLNWOOD POLICE PENSION FUND,12317287,26123960.27
2005,police,LINDENHURST POLICE PENSION FUND,2290909,2783386.91
2005,police,LISLE POLICE PENSION FUND,12525165.96,17644892.53
2005,police,LITCHFIELD POLICE PENSION FUND,3062459.56,5024233.72
2005,police,LOCKPORT POLICE PENSION FUND,7917244,11922800.54
2005,police,LOMBARD POLICE PENSION FUND,32090163.98,50203045.22
2005,police,LOVES PARK POLICE PENSION FUND,7698074.6,12268774.21
2005,police,LYNWOOD POLICE PENSION FUND,2086690.44,3018996.09
2005,police,LYONS POLICE PENSION FUND,9064323.03,15421591.17
2005,police,MACOMB POLICE PENSION FUND,9907232.67,13142272.04
2005,police,MADISON POLICE PENSION FUND,1046274.74,4929486.53
2005,police,MANTENO POLICE PENSION FUND,1253737.86,1969330.29
2005,police,MARENGO POLICE PENSION FUND,3073880.59,5442278.54
2005,police,MARION POLICE PENSION FUND,4675851.27,7930598.03
2005,police,MARKHAM POLICE PENSION FUND,10181997.35,12291657.06
2005,police,MARSEILLES POLICE PENSION FUND,1444798.95,1609902
2005,police,MASCOUTAH POLICE PENSION FUND,1523227.52,1936239.33
2005,police,MATTESON POLICE PENSION FUND,16255937.98,23615089.08
2005,police,MATTOON POLICE PENSION FUND,12372598.92,22891318.55
2005,police,MAYWOOD POLICE PENSION FUND,11861303.4,35450154.84
2005,police,MCCOOK POLICE PENSION FUND,8568567.54,10474308.85
2005,police,MCHENRY POLICE PENSION FUND,12796338.8,20701499.11
2005,police,MELROSE PARK POLICE PENSION FUND,21832257.53,46070863.97
2005,police,MENDOTA POLICE PENSION FUND,2617554.13,5069972.39
2005,police,METROPOLIS POLICE PENSION FUND,2240270.62,3591641.8
2005,police,MIDLOTHIAN POLICE PENSION FUND,10616281.46,11738912.46
2005,police,MILAN POLICE PENSION FUND,4575262.13,6048766.82
2005,police,MINOOKA POLICE PENSION FUND,889723.1,2158476.52
2005,police,MOKENA POLICE PENSION FUND,4518412,7143126.24
2005,police,MOLINE POLICE PENSION FUND,26409539.34,52445591.47
2005,police,MONMOUTH POLICE PENSION FUND,4308229.97,8062863.51
2005,police,MONTGOMERY POLICE PENSION FUND,3709816,4991593.89
2005,police,MONTICELLO POLICE PENSION FUND,410064.67,961951.41
2005,police,MORRIS POLICE PENSION FUND,6827927.66,10720632.6
2005,police,MORTON GROVE POLICE PENSION FUND,23510055.63,38585644.16
2005,police,MORTON POLICE PENSION FUND,4614072.47,7358930.41
2005,police,MT CARMEL POLICE PENSION FUND,3030645.14,4384957.62
2005,police,MT PROSPECT POLICE PENSION FUND,37284534.08,59315252.63
2005,police,MT VERNON POLICE PENSION FUND,10422964.3,15879092.77
2005,police,MUNDELEIN POLICE PENSION FUND,13938384.01,23620456.11
2005,police,MURPHYSBORO POLICE PENSION FUND,2964403.36,5548441.11
2005,police,NAPERVILLE POLICE PENSION FUND,53294257.22,79034681.42
2005,police,NEW LENOX POLICE PENSION FUND,6035589.56,9186289.35
2005,police,NILES POLICE PENSION FUND,23728438.78,46566733.97
2005,police,NORMAL POLICE PENSION FUND,17815071.23,27240194.15
2005,police,NORRIDGE POLICE PENSION FUND,13902714.54,24351177.33
2005,police,NORTH AURORA POLICE PENSION FUND,5866735.3,8797602.19
2005,police,NORTH CHICAGO POLICE PENSION FUND,16503531.78,26127360.81
2005,police,NORTH RIVERSIDE POLICE PENSION FUND,12410465.96,22126592.8
2005,police,NORTHBROOK POLICE PENSION FUND,35941807.04,47016371.44
2005,police,NORTHFIELD POLICE PENSION FUND,9995363.61,16764178.62
2005,police,NORTHLAKE POLICE PENSION FUND,11429532.64,16167790.21
2005,police,OAK BROOK POLICE PENSION FUND,24826096,31241813.7
2005,police,OAK FOREST POLICE PENSION FUND,15635609.97,24614273.2
2005,police,OAK LAWN POLICE PENSION FUND,53349772.29,82212852.38
2005,police,OAK PARK POLICE PENSION FUND,61224165.87,96239790.62
2005,police,OAKBROOK TERRACE POLICE PENSION FUND,5779656,10705928.18
2005,police,O'FALLON POLICE PENSION FUND,8603946.5,12308695.39
2005,police,OGLESBY POLICE PENSION FUND,1410969.7,2900533.78
2005,police,OLNEY POLICE PENSION FUND,2901335.03,4697552.41
2005,police,OLYMPIA FIELDS POLICE PENSION FUND,3467825.58,8290771.5
2005,police,ORLAND HILLS POLICE PENSION FUND,1827070,2054921.46
2005,police,ORLAND PARK POLICE PENSION FUND,35542444.36,43021926.03
2005,police,OSWEGO POLICE PENSION FUND,4577758.57,9422668.15
2005,police,OTTAWA POLICE PENSION FUND,10069721.75,12539593.35
2005,police,PALATINE POLICE PENSION FUND,30382993,53121626.72
2005,police,PALOS HEIGHTS POLICE PENSION FUND,11661693.27,18843359.33
2005,police,PALOS HILLS POLICE PENSION FUND,8950092.18,15867576.72
2005,police,PALOS PARK POLICE PENSION FUND,425250,1687301.26
2005,police,PANA POLICE PENSION FUND,2176477.17,3603077.2
2005,police,PARIS POLICE PENSION FUND,3421722.7,4599597.27
2005,police,PARK CITY POLICE PENSION FUND,397975.39,2132005.85
2005,police,PARK FOREST POLICE PENSION FUND,14793719.22,22977677.36
2005,police,PARK RIDGE POLICE PENSION FUND,25557770.81,41608693.75
2005,police,PEKIN POLICE PENSION FUND,17568424.18,30157841.73
2005,police,PEORIA HEIGHTS POLICE PENSION FUND,544032.4,1699084.24
2005,police,PEORIA POLICE PENSION FUND,123416872.5,178555574.5
2005,police,PERU POLICE PENSION FUND,4490761.98,9593310.55
2005,police,PINCKNEYVILLE POLICE PENSION FUND,203581,1076105.38
2005,police,PLAINFIELD POLICE PENSION FUND,4789259,7563070.32
2005,police,PLANO POLICE PENSION FUND,1726615,2359222
2005,police,PONTIAC POLICE PENSION FUND,6345468.67,6840510.58
2005,police,PONTOON BEACH POLICE PENSION FUND,1380347.07,3960026.56
2005,police,POSEN POLICE PENSION FUND,1623002,2221331.49
2005,police,PRINCETON POLICE PENSION FUND,4187313.84,4841786.4
2005,police,PROSPECT HEIGHTS POLICE PENSION FUND,2886745.53,7852983.74
2005,police,QUINCY POLICE PENSION FUND,22461420.44,37644041.81
2005,police,RANTOUL POLICE PENSION FUND,10241909,13135603.7
2005,police,RICHTON PARK POLICE PENSION FUND,7036966.12,10201449.63
2005,police,RIVER FOREST POLICE PENSION FUND,15186710.67,25079397.4
2005,police,RIVER GROVE POLICE PENSION FUND,6696129.43,13066628.06
2005,police,RIVERDALE POLICE PENSION FUND,12182477.46,19124525.14
2005,police,RIVERSIDE POLICE PENSION FUND,8151046,15289893.08
2005,police,ROBBINS POLICE PENSION FUND,776833.42,1034058.28
2005,police,ROBINSON POLICE PENSION FUND,2128072.09,2514089.75
2005,police,ROCHELLE POLICE PENSION FUND,9544884.71,10074100.27
2005,police,ROCK FALLS POLICE PENSION FUND,5389940.73,7337565.13
2005,police,ROCK ISLAND POLICE PENSION FUND,23300287.38,51401188.48
2005,police,ROCKFORD POLICE PENSION FUND,145902805.6,199877652.4
2005,police,ROCKTON POLICE PENSION FUND,492576.34,1087940.2
2005,police,ROLLING MEADOWS POLICE PENSION FUND,19050226.19,37138878.58
2005,police,ROMEOVILLE POLICE PENSION FUND,12165496.22,20591845.52
2005,police,ROSCOE POLICE PENSION FUND,1006301.87,2019456.26
2005,police,ROSELLE POLICE PENSION FUND,12534220.14,21241530.5
2005,police,ROUND LAKE BEACH POLICE PENSION FUND,9051617.6,14738480.27
2005,police,ROUND LAKE PARK POLICE PENSION FUND,508278.05,2819609.77
2005,police,ROUND LAKE POLICE PENSION FUND,2585482,4499338.45
2005,police,SALEM POLICE PENSION FUND,4152499.66,5858962.54
2005,police,SANDWICH POLICE PENSION FUND,2222277.58,2830851.52
2005,police,SAUK VILLAGE POLICE PENSION FUND,4088403.37,5602496.31
2005,police,SAVANNA POLICE PENSION FUND,1522564.46,2829241.15
2005,police,SCHAUMBURG POLICE PENSION FUND,56293510.63,91226273.63
2005,police,SCHILLER PARK POLICE PENSION FUND,9995141.05,21251579.7
2005,police,SHELBYVILLE POLICE PENSION FUND,1343645.35,1870572.06
2005,police,SHILOH POLICE PENSION FUND,515839.77,1150803.39
2005,police,SHOREWOOD POLICE PENSION FUND,3244082,3736705.23
2005,police,SILVIS POLICE PENSION FUND,3416323.41,6201412.46
2005,police,SKOKIE POLICE PENSION FUND,65223597,85667395.14
2005,police,SOUTH BARRINGTON POLICE PENSION FUND,2379458.8,4875812.45
2005,police,SOUTH BELOIT POLICE PENSION FUND,425234.17,705376.12
2005,police,SOUTH CHICAGO HEIGHTS POLICE PENSION FUND,2650711.4,3360364.73
2005,police,SOUTH ELGIN POLICE PENSION FUND,4328359.23,9804530.69
2005,police,SOUTH HOLLAND POLICE PENSION FUND,14625689.18,22423124.99
2005,police,SPRING GROVE POLICE PENSION FUND,773414.76,1899691.64
2005,police,SPRING VALLEY POLICE PENSION FUND,1914238.17,2438605.45
2005,police,SPRINGFIELD POLICE PENSION FUND,79808975.3,143197412.8
2005,police,ST CHARLES POLICE PENSION FUND,19421176.4,30095638.61
2005,police,STAUNTON POLICE PENSION FUND,216738.34,858694.36
2005,police,STEGER POLICE PENSION FUND,3499025.72,4554693.37
2005,police,STERLING POLICE PENSION FUND,9263484.62,13932416.51
2005,police,STICKNEY POLICE PENSION FUND,4314205.92,10244523.1
2005,police,STONE PARK POLICE PENSIONFUND,1207068.18,8002851.38
2005,police,STREAMWOOD POLICE PENSION FUND,21677477.27,31797807.5
2005,police,STREATOR POLICE PENSION FUND,6304220.42,12112895.43
2005,police,SUGAR GROVE POLICE PENSION FUND,247546.26,1026706.04
2005,police,SUMMIT POLICE PENSION FUND,6956894.52,17371477.81
2005,police,SWANSEA POLICE PENSION FUND,3677136.02,5926611.16
2005,police,SYCAMORE POLICE PENSION FUND,5522852.93,7295871.75
2005,police,TAYLORVILLE POLICE PENSION FUND,3768366.3,6375188.01
2005,police,TINLEY PARK POLICE PENSION FUND,28283694.57,37682385.91
2005,police,TROY POLICE PENSION FUND,2700305.34,3680225.64
2005,police,UNIVERSITY PARK POLICEMENS PENSION FUND,4444820.31,4490611.22
2005,police,URBANA POLICE PENSION FUND,17176507.83,25730282.4
2005,police,VANDALIA POLICE PENSION FUND,3431021.22,3717656.63
2005,police,VENICE POLICE PENSION FUND,993959.38,1784846.4
2005,police,VERNON HILLS POLICE PENSION FUND,17325624.94,22397106.67
2005,police,VILLA PARK POLICE PENSION FUND,20101619.28,28518914.52
2005,police,WARRENVILLE POLICE PENSION FUND,4592487,8587809.64
2005,police,WASHINGTON PARK POLICE PENSION FUND,2019932.12,1891754.88
2005,police,WASHINGTON POLICE PENSION FUND,4105372.82,4753015.2
2005,police,WATERLOO POLICE PENSION FUND,1611408,3002876.26
2005,police,WATSEKA POLICE PENSION FUND,1585445.37,4876295.14
2005,police,WAUCONDA POLICE PENSION FUND,3939869.92,8293754.2
2005,police,WAUKEGAN POLICE PENSION FUND,45338958.9,92094589.31
2005,police,WAYNE POLICE PENSION FUND,555876,1795279.27
2005,police,WEST CHICAGO POLICE PENSION FUND,10788746,19349714.4
2005,police,WEST DUNDEE POLICE PENSION FUND,5503448.84,9344559.31
2005,police,WEST FRANKFORT POLICE PENSION FUND,3784561.28,5475201.12
2005,police,WESTCHESTER POLICE PENSION FUND,17667900.38,24482807.15
2005,police,WESTERN SPRINGS POLICE PENSION FUND,9783672,15504790.96
2005,police,WESTMONT POLICE PENSION FUND,15977920.97,30618419.27
2005,police,WHEATON POLICE PENSION FUND,25611508.76,40298641.87
2005,police,WHEELING POLICE PENSION FUND,23892047.43,36252263.01
2005,police,WILLOW SPRINGS POLICE PENSION FUND,285551.29,2552966.09
2005,police,WILLOWBROOK POLICE PENSION FUND,7548153,11491372.61
2005,police,WILMETTE POLICE PENSION FUND,24663376.23,36083072.98
2005,police,WILMINGTON POLICE PENSION FUND,1186502.85,2513654.91
2005,police,WINFIELD POLICE PENSION FUND,4822482.5,7881174.99
2005,police,WINNETKA POLICE PENSION FUND,16467137.93,20899536.73
2005,police,WINTHROP HARBOR POLICE PENSION FUND,2215459,2076086.98
2005,police,WOOD DALE POLICE PENSION FUND,12763874.15,19439400.52
2005,police,WOOD RIVER POLICE PENSION FUND,6449220.34,9403269.78
2005,police,WOODRIDGE POLICE PENSION FUND,16005025.55,29525830.86
2005,police,WOODSTOCK POLICE PENSION FUND,9794358.81,14933092.21
2005,police,WORTH POLICE PENSION FUND,8331066.03,12583829.19
2005,police,YORKVILLE POLICE PENSION FUND,1144464.45,4314741.25
2005,police,ZION POLICE PENSION FUND,17999272.75,26684892.56
2006,fire,ADDISON FIREFIGHTERS PENSION FUND,30165159.97,39719003.63
2006,fire,ALGONQUIN LAKE IN THE HILLS FPD PENSION FUND,5745715.38,7242382.79
2006,fire,ALSIP FIREFIGHTERS PENSION FUND,13862998.13,20410713.55
2006,fire,ALTON FIREFIGHTERS PENSION FUND,18423068.1,47313587.52
2006,fire,ANNA FIREFIGHTERS PENSION FUND,1158769.57,1630283.96
2006,fire,ARLINGTON HEIGHTS FIREFIGHTERS PENSION FUND,49623297.48,75178863.2
2006,fire,ATWOOD FPD FIREFIGHTERS PENSION FUND,23207.36,145428
2006,fire,AURORA FIREFIGHTERS PENSION FUND,85001985.62,149224422.6
2006,fire,BARRINGTON FIREFIGHTERS PENSION FUND,5702263.25,5898952.81
2006,fire,BARTLETT FPD FIREFIGHTERS PENSION FUND,4049167.95,5649677.43
2006,fire,BATAVIA FIREFIGHTERS PENSION FUND,6756316.73,9923038.04
2006,fire,BEACH PARK FPD FIREFIGHTERS PENSION FUND,24588.88,457216
2006,fire,BEARDSTOWN FIREFIGHTERS PENSION FUND,539229.38,740387.07
2006,fire,BELLEVILLE FIREFIGHTERS PENSION FUND,16875428.56,38403926.5
2006,fire,BELLWOOD FIREFIGHTERS PENSION FUND,17328970.97,22903225.31
2006,fire,BELVIDERE FIREFIGHTERS PENSION FUND,9868916.63,14397208.17
2006,fire,BEMENT FPD FIREFIGHTERS PENSION FUND,197469.91,539774.06
2006,fire,BENSENVILLE FIREFIGHTERS PENSION FUND,9143628.25,12744492.49
2006,fire,BENTON FIREFIGHTERS PENSION FUND,2499574.29,3101400.26
2006,fire,BERWYN FIREFIGHTERS PENSION FUND,17721978.45,51734568.2
2006,fire,BLOOMINGDALE FPD FIREFIGHTERS PENSION FUND,17752780.18,20100295.11
2006,fire,BLOOMINGTON FIREFIGHTERS PENSION FUND,35735096.58,61324791.45
2006,fire,BLUE ISLAND FIREFIGHTERS PENSION FUND,6207249.54,11622065.54
2006,fire,BOLINGBROOK FIREFIGHTERS PENSION FUND,30940408.11,44414356.88
2006,fire,BOURBONNAIS FPD FIREFIGHTERS PENSION FUND,191668.66,296073.65
2006,fire,BRADLEY FIREFIGHTERS PENSION FUND,61578.28,170671.76
2006,fire,BRIDGEVIEW FIREFIGHTERS PENSION FUND,14417758.76,26811323.13
2006,fire,BROADVIEW FIREFIGHTERS PENSION FUND,16768003.44,28241359.44
2006,fire,BROOKFIELD FIREFIGHTERS PENSION FUND,7653953.87,11036317.06
2006,fire,BUFFALO GROVE FIREFIGHTERS PENSION FUND,21474064.69,29076462.44
2006,fire,BURBANK FIREFIGHTERS PENSION FUND,14458184.7,17413159.47
2006,fire,BYRON FPD FIREFIGHTERS PENSION FUND,7621164.04,6756314.2
2006,fire,CAIRO FIREFIGHTERS PENSION FUND,1136563.71,3182852.85
2006,fire,CALUMET CITY FIREFIGHTERS PENSION FUND,25857233.85,38281892.71
2006,fire,CANTON FIREFIGHTERS PENSION FUND,6319420.01,9517104.41
2006,fire,CARBONDALE FIREFIGHTERS PENSION FUND,10979840.31,17127877.86
2006,fire,CARBONDALE TOWNSHIP FIREFIGHTERS PENSION FUND,617955,265228.39
2006,fire,CAROL STREAM FPD FIREFIGHTERS PENSION FUND,15634715.87,20116915.62
2006,fire,CARPENTERSVILLE FIREFIGHTERS PENSION FUND,7738370.62,10524447.16
2006,fire,CARY FPD FIREFIGHTERS PENSION FUND,1006282.93,1525045.87
2006,fire,CENTRAL STICKNEY FPD FIREFIGHTERS PENSION FUND,48440.1,113073
2006,fire,CENTRALIA FIREFIGHTERS PENSION FUND,8807548.82,12108934.68
